"","Area","Year","Week","State","Location","Total_Kes","Duration_of_Outbreak_in_day","Wind_mean_weekly","Rainfall_mm_mean_weekly","Humidity_mean_weekly","Solar_Radiation_Mjm2_mean_weekly","Area_Population"
"773","Hulu_Langat",2014,46,"SELANGOR","Appt_Dahlia_Court_Pandan_Indah",64,58,83.3,21.1428571428571,0.971428571428571,0,1138198
"774","Hulu_Langat",2015,2,"SELANGOR","Seksyen_3_Bandar_Teknologi",43,69,80.3428571428571,18.1142857142857,0.985714285714286,0,1138198
"775","Hulu_Langat",2015,14,"SELANGOR","Jalan_49,69_Taman_Bukit_Mewah",157,33,1.04285714285714,24.6285714285714,79.8857142857143,0,1138198
"776","Hulu_Langat",2014,41,"SELANGOR","Jalan_Bunga_Melati_9,18_Taman_Seraya",135,32,68.5285714285714,17.0571428571429,1.15714285714286,0,1138198
"777","Hulu_Langat",2015,7,"SELANGOR","Jalan_Mutiara_Taman_Sri_Nanding",23,45,67.3714285714286,5.94285714285714,1.27142857142857,0,1138198
"778","Hulu_Langat",2015,11,"SELANGOR","Sekolah_Bina_Insan_Bandar_Sri_Putra",168,38,12.8428571428571,14.3428571428571,58.1571428571429,0,1138198
"779","Hulu_Langat",2015,11,"SELANGOR","Appt_Kasawari_Taman_Impian_Ehsan",60,92,12.8428571428571,14.3428571428571,58.1571428571429,0,1138198
"780","Hulu_Langat",2015,4,"SELANGOR","Appt_Kasawari_Taman_Impian_Ehsan",135,43,70.6714285714286,4.51428571428571,0.985714285714286,0,1138198
"781","Hulu_Langat",2015,4,"SELANGOR","Jalan_Taming_Kiri_Taman_Taming_Jaya",179,43,70.6714285714286,4.51428571428571,0.985714285714286,0,1138198
"782","Hulu_Langat",2015,8,"SELANGOR","Appt_Vista_Bandar_Sri_Putra_",80,52,35.6428571428571,4.14285714285714,1,0,1138198
"783","Hulu_Langat",2014,40,"SELANGOR","Jalan_Bunga_Kemboja_1,11_Taman_Muda",157,40,80.3142857142857,11.7142857142857,1.1,0,1138198
"784","Hulu_Langat",2014,53,"SELANGOR","Jalan_3,38,3,52_Seksyen_3_Bandar_Baru_Bangi",12,60,81.3333333333333,7.46666666666667,0.933333333333333,0,1138198
"785","Hulu_Langat",2015,13,"SELANGOR","Seksyen_1_Bandar_Teknologi",168,47,1,21.6285714285714,72.7142857142857,0,1138198
"786","Hulu_Langat",2015,11,"SELANGOR","Appt_Jalan_6C,9,6C,11_Seksyen_16_Bandar_Baru_Bangi",146,37,12.8428571428571,14.3428571428571,58.1571428571429,0,1138198
"787","Hulu_Langat",2015,15,"SELANGOR","Kg_Baru_Buntong",150,145,1.1,12.4285714285714,75.1714285714286,0,1138198
"788","Hulu_Langat",2015,9,"SELANGOR","Jalan_3,A,R_Seksyen_3_Bandar_Sri_Putra",0,178,73.9571428571429,5.68571428571429,1.12857142857143,0,1138198
"789","Hulu_Langat",2015,3,"SELANGOR","Seksyen_3_Bandar_Teknologi",60,76,64.5857142857143,16.4857142857143,1.22857142857143,0,1138198
"790","Hulu_Langat",2014,45,"SELANGOR","Taman_Sri_Taming",114,78,67.9,17,1.14285714285714,0,1138198
"791","Hulu_Langat",2014,40,"SELANGOR","Taman_Impian_Indah",179,48,80.3142857142857,11.7142857142857,1.1,0,1138198
"792","Hulu_Langat",2015,8,"SELANGOR","Jalan_3,1,9_Seksyen_3_Bandar_Sri_Putra_",60,49,35.6428571428571,4.14285714285714,1,0,1138198
"793","Hulu_Langat",2014,49,"SELANGOR","Jalan_3,38,3,52_Seksyen_3_Bandar_Baru_Bangi",179,32,76.4428571428571,1.8,0.928571428571429,0,1138198
"794","Hulu_Langat",2015,2,"SELANGOR","Kuis",34,54,80.3428571428571,18.1142857142857,0.985714285714286,0,1138198
"795","Hulu_Langat",2015,8,"SELANGOR","Appt_Teratai_Taman_Sutera_",179,48,35.6428571428571,4.14285714285714,1,0,1138198
"796","Hulu_Langat",2014,40,"SELANGOR","Kuis",12,41,80.3142857142857,11.7142857142857,1.1,0,1138198
"797","Hulu_Langat",2014,43,"SELANGOR","Pangsapuri_Taman_Koperasi_Maju_Jaya",70,54,81.7714285714286,33.5714285714286,1.08571428571429,0,1138198
"798","Hulu_Langat",2014,40,"SELANGOR","Kampung_Baru_Broga",135,32,80.3142857142857,11.7142857142857,1.1,0,1138198
"799","Hulu_Langat",2015,7,"SELANGOR","Hostel_Gmi_Bangi",107,41,67.3714285714286,5.94285714285714,1.27142857142857,0,1138198
"800","Hulu_Langat",2015,17,"SELANGOR","Kuis",151,159,1.22857142857143,18.8857142857143,78.7714285714286,0,1138198
"801","Hulu_Langat",2014,43,"SELANGOR","Jalan_Nirwana_24,35,46_Taman_Nirwana",168,32,81.7714285714286,33.5714285714286,1.08571428571429,0,1138198
"802","Hulu_Langat",2014,53,"SELANGOR","Jalan_15,1_Seksyen_15_Bandar_Baru_Bangi",12,54,81.3333333333333,7.46666666666667,0.933333333333333,0,1138198
"803","Hulu_Langat",2014,45,"SELANGOR","Appt_Seksyen_1_Bandar_Teknologi",34,58,67.9,17,1.14285714285714,0,1138198
"804","Hulu_Langat",2015,17,"SELANGOR","Jalan_8,1,15_Seksyen_8_Bandar_Baru_Bangi",110,111,1.22857142857143,18.8857142857143,78.7714285714286,0,1138198
"805","Hulu_Langat",2014,42,"SELANGOR","Jalan_Bunga_Kemboja_1,11_Taman_Muda",23,54,67.8,26.4857142857143,1.2,0,1138198
"806","Hulu_Langat",2014,52,"SELANGOR","Jalan_15,1_Seksyen_15_Bandar_Baru_Bangi",12,47,89.5428571428571,19.6,0.728571428571429,0,1138198
"807","Hulu_Langat",2014,46,"SELANGOR","Appt_Seri_Pulai_Taman_Balakong_Jaya",12,40,83.3,21.1428571428571,0.971428571428571,0,1138198
"808","Hulu_Langat",2015,5,"SELANGOR","Jalan_Pandan_5_Pandan_Jaya",146,33,72.0142857142857,8.51428571428571,1.11428571428571,0,1138198
"809","Hulu_Langat",2014,46,"SELANGOR","Jalan_78,86_Taman_Bukit_Mewah",157,39,83.3,21.1428571428571,0.971428571428571,0,1138198
"810","Hulu_Langat",2015,5,"SELANGOR","Jalan_4,12_Seksyen_4_Bandar_Baru_Bangi",96,33,72.0142857142857,8.51428571428571,1.11428571428571,0,1138198
"811","Hulu_Langat",2014,50,"SELANGOR","Apt_Teratai_Tbr_Bb",17,201,78.6857142857143,27.4857142857143,0.9,0,1138198
"812","Hulu_Langat",2014,42,"SELANGOR","Pangsapuri_Taman_Koperasi_Maju_Jaya",64,47,67.8,26.4857142857143,1.2,0,1138198
"813","Hulu_Langat",2015,10,"SELANGOR","Taman_Tenaga",1,41,64.8571428571429,15.8857142857143,1.15714285714286,0,1138198
"814","Hulu_Langat",2015,10,"SELANGOR","Jalan_Puncak_1_Taman_Puncak_Utama",23,40,64.8571428571429,15.8857142857143,1.15714285714286,0,1138198
"815","Hulu_Langat",2014,42,"SELANGOR","Lorong_Aman_Taman_Kajang_Utama",146,46,67.8,26.4857142857143,1.2,0,1138198
"816","Hulu_Langat",2015,11,"SELANGOR","Jalan_8,1,15_Seksyen_8_Bandar_Baru_Bangi",75,69,12.8428571428571,14.3428571428571,58.1571428571429,0,1138198
"817","Hulu_Langat",2015,4,"SELANGOR","Appt_Sri_Tanjung_Seksyen_7_Bandar_Baru_Bangi",114,89,70.6714285714286,4.51428571428571,0.985714285714286,0,1138198
"818","Hulu_Langat",2015,12,"SELANGOR","Jalan_3,13,22_Seksyen_3_Bandar_Baru_Bangi_",165,126,1.27142857142857,1.05714285714286,72.0714285714286,0,1138198
"819","Hulu_Langat",2014,36,"SELANGOR","Jalan_Bm_6_Bandar_Bukit_Mahkota",23,44,70.4714285714286,3.34285714285714,1.15714285714286,0,1138198
"820","Hulu_Langat",2015,10,"SELANGOR","Appt_Kasawari_Taman_Impian_Ehsan",43,85,64.8571428571429,15.8857142857143,1.15714285714286,0,1138198
"821","Hulu_Langat",2014,49,"SELANGOR","Jalan_Bunga_Kemboja_1,11_Taman_Muda",103,103,76.4428571428571,1.8,0.928571428571429,0,1138198
"822","Hulu_Langat",2015,14,"SELANGOR","Kuis",149,138,1.04285714285714,24.6285714285714,79.8857142857143,0,1138198
"823","Hulu_Langat",2014,44,"SELANGOR","City_Garden_Palm_Villa_Kondo_Taman_Cempaka",23,68,82.4857142857143,15.8,1.02857142857143,0,1138198
"824","Hulu_Langat",2014,50,"SELANGOR","Jalan_Suadamai_6_Bandar_Tun_Hussein_Onn",168,34,78.6857142857143,27.4857142857143,0.9,0,1138198
"825","Hulu_Langat",2014,42,"SELANGOR","Jalan_3,A,R_Seksyen_3_Bandar_Sri_Putra",168,38,67.8,26.4857142857143,1.2,0,1138198
"826","Hulu_Langat",2014,50,"SELANGOR","Taman_Taming_Indah",179,31,78.6857142857143,27.4857142857143,0.9,0,1138198
"827","Hulu_Langat",2015,7,"SELANGOR","Appt_Kenari_Court_Pandan_Indah",43,38,67.3714285714286,5.94285714285714,1.27142857142857,0,1138198
"828","Hulu_Langat",2015,5,"SELANGOR","Jalan_Cp_3_Taman_Cheras_Perdana",179,31,72.0142857142857,8.51428571428571,1.11428571428571,0,1138198
"829","Hulu_Langat",2014,42,"SELANGOR","Appt_Seksyen_1_Bandar_Teknologi",1,37,67.8,26.4857142857143,1.2,0,1138198
"830","Hulu_Langat",2014,50,"SELANGOR","Hostel_Kolej_Politech_Mara_Bangi",146,51,78.6857142857143,27.4857142857143,0.9,0,1138198
"831","Hulu_Langat",2015,12,"SELANGOR","Flat_Sri_Nilam_Bandar_Baru_Ampang_",145,95,1.27142857142857,1.05714285714286,72.0714285714286,0,1138198
"832","Hulu_Langat",2014,50,"SELANGOR","Jalan_3,6_Seksyen_3_Bandar_Baru_Bangi",60,34,78.6857142857143,27.4857142857143,0.9,0,1138198
"833","Hulu_Langat",2015,7,"SELANGOR","Flat_Sri_Nilam_Bandar_Baru_Ampang",132,60,67.3714285714286,5.94285714285714,1.27142857142857,0,1138198
"834","Hulu_Langat",2014,44,"SELANGOR","Jalan_Bunga_Kemboja_1,11_Taman_Muda",34,61,82.4857142857143,15.8,1.02857142857143,0,1138198
"835","Hulu_Langat",2014,38,"SELANGOR","Jalan_Hentian_1_Hentian_Kajang",135,32,75.1142857142857,4.71428571428571,1.25714285714286,0,1138198
"836","Hulu_Langat",2014,50,"SELANGOR","Jalan_7,1_Seksyen_7_Bandar_Baru_Bangi",168,38,78.6857142857143,27.4857142857143,0.9,0,1138198
"837","Hulu_Langat",2014,52,"SELANGOR","Seksyen_3_Bandar_Teknologi",23,48,89.5428571428571,19.6,0.728571428571429,0,1138198
"838","Hulu_Langat",2015,7,"SELANGOR","Taman_Sri_Jelok",179,37,67.3714285714286,5.94285714285714,1.27142857142857,0,1138198
"839","Hulu_Langat",2015,15,"SELANGOR","Jalan_49,69_Taman_Bukit_Mewah",12,40,1.1,12.4285714285714,75.1714285714286,0,1138198
"840","Hulu_Langat",2014,50,"SELANGOR","Jalan_Tkp_1,14_Taman_Kantan_Permai",135,36,78.6857142857143,27.4857142857143,0.9,0,1138198
"841","Hulu_Langat",2015,17,"SELANGOR","Appt_Taman_Tenaga_",1,37,1.22857142857143,18.8857142857143,78.7714285714286,0,1138198
"842","Hulu_Langat",2015,17,"SELANGOR","Jalan_TPS_3_Taman_Pelangi_Semenyih",124,37,1.22857142857143,18.8857142857143,78.7714285714286,0,1138198
"843","Hulu_Langat",2015,10,"SELANGOR","Taman_Sri_Semenyih",179,35,64.8571428571429,15.8857142857143,1.15714285714286,0,1138198
"844","Hulu_Langat",2015,15,"SELANGOR","Jalan_2_Taman_Cheras_Jaya",51,36,1.1,12.4285714285714,75.1714285714286,0,1138198
"845","Hulu_Langat",2014,44,"SELANGOR","Taman_Cheras_Permai",179,53,82.4857142857143,15.8,1.02857142857143,0,1138198
"846","Hulu_Langat",2014,44,"SELANGOR","Taman_Tenaga",75,52,82.4857142857143,15.8,1.02857142857143,0,1138198
"847","Hulu_Langat",2014,37,"SELANGOR","Flat_Desa_Mutiara_Sungai_Jelok",135,43,72.4571428571429,14.6857142857143,1.02857142857143,0,1138198
"848","Hulu_Langat",2015,2,"SELANGOR","Jalan_Jasmin_16,22_Taman_Jasmin",12,36,80.3428571428571,18.1142857142857,0.985714285714286,0,1138198
"849","Hulu_Langat",2015,3,"SELANGOR","Seksyen_5_Bandar_Sri_Putra",111,102,64.5857142857143,16.4857142857143,1.22857142857143,0,1138198
"850","Hulu_Langat",2015,7,"SELANGOR","Jalan_Cahaya_3,5_Taman_Cahaya",157,46,67.3714285714286,5.94285714285714,1.27142857142857,0,1138198
"851","Hulu_Langat",2015,9,"SELANGOR","Hostel_Gmi_Bangi",119,55,73.9571428571429,5.68571428571429,1.12857142857143,0,1138198
"852","Hulu_Langat",2014,43,"SELANGOR","Jalan_3,A,R_Seksyen_3_Bandar_Sri_Putra",1,45,81.7714285714286,33.5714285714286,1.08571428571429,0,1138198
"853","Hulu_Langat",2015,9,"SELANGOR","Flat_Sri_Nilam_Bandar_Baru_Ampang",139,74,73.9571428571429,5.68571428571429,1.12857142857143,0,1138198
"854","Hulu_Langat",2015,7,"SELANGOR","Permai_Puteri_Condo_Taman_Dato_Ahmad_Razali",12,54,67.3714285714286,5.94285714285714,1.27142857142857,0,1138198
"855","Hulu_Langat",2015,8,"SELANGOR","Jalan_Kosas_1,8,1,13_Taman_Kosas_",157,39,35.6428571428571,4.14285714285714,1,0,1138198
"856","Hulu_Langat",2015,10,"SELANGOR","Jalan_Mutiara_Taman_Sri_Nanding",60,66,64.8571428571429,15.8857142857143,1.15714285714286,0,1138198
"857","Hulu_Langat",2014,47,"SELANGOR","Appt_Taman_Impian_Indah",107,92,76.2571428571429,7.51428571428571,0.814285714285714,0,1138198
"858","Hulu_Langat",2015,10,"SELANGOR","Jalan_Suakasih_3_Bandar_Tun_Hussin_Onn",120,65,64.8571428571429,15.8857142857143,1.15714285714286,0,1138198
"859","Hulu_Langat",2015,13,"SELANGOR","Hostel_GMI_Bangi",129,83,1,21.6285714285714,72.7142857142857,0,1138198
"860","Hulu_Langat",2014,47,"SELANGOR","Appt_Intana_Ria_Seksyen_7_Bandar_Baru_Bangi",168,31,76.2571428571429,7.51428571428571,0.814285714285714,0,1138198
"861","Hulu_Langat",2015,11,"SELANGOR","Bukit_Angkat_Kajang",179,48,12.8428571428571,14.3428571428571,58.1571428571429,0,1138198
"862","Hulu_Langat",2014,44,"SELANGOR","Jalan_Suasana_4_Bandar_Tun_Hussein_Onn",23,42,82.4857142857143,15.8,1.02857142857143,0,1138198
"863","Hulu_Langat",2014,47,"SELANGOR","Appt_Seksyen_1_Bandar_Teknologi",43,72,76.2571428571429,7.51428571428571,0.814285714285714,0,1138198
"864","Hulu_Langat",2015,10,"SELANGOR","Jalan_2,4_Seksyen_2_Bandar_Sri_Putra",124,31,64.8571428571429,15.8857142857143,1.15714285714286,0,1138198
"865","Hulu_Langat",2015,16,"SELANGOR","Hostel_Gmi_Bangi",132,104,1.32857142857143,7.6,71.7285714285714,0,1138198
"866","Hulu_Langat",2015,9,"SELANGOR","Taman_Tenaga",1,34,73.9571428571429,5.68571428571429,1.12857142857143,0,1138198
"867","Hulu_Langat",2014,46,"SELANGOR","Appt_Taman_Tenaga",123,122,83.3,21.1428571428571,0.971428571428571,0,1138198
"868","Hulu_Langat",2015,12,"SELANGOR","Appt_Bangi_Idaman_Bandar_Baru_Bangi_",23,66,1.27142857142857,1.05714285714286,72.0714285714286,0,1138198
"869","Hulu_Langat",2014,43,"SELANGOR","Taman_Sri_Taming",110,64,81.7714285714286,33.5714285714286,1.08571428571429,0,1138198
"870","Hulu_Langat",2014,37,"SELANGOR","Taman_Sri_Bahagia",100,61,72.4571428571429,14.6857142857143,1.02857142857143,0,1138198
"871","Hulu_Langat",2014,37,"SELANGOR","Appt_Taman_Tenaga",100,59,72.4571428571429,14.6857142857143,1.02857142857143,0,1138198
"872","Hulu_Langat",2014,47,"SELANGOR","Seksyen_5_Bandar_Teknologi",70,41,76.2571428571429,7.51428571428571,0.814285714285714,0,1138198
"873","Hulu_Langat",2014,48,"SELANGOR","Taman_Bukit_Semenyih",179,46,70.4285714285714,27.4,0.871428571428571,0,1138198
"874","Hulu_Langat",2014,51,"SELANGOR","Fawina_Court_Taman_Ampang_Hilir",60,55,82.3285714285714,22.0285714285714,0.714285714285714,0,1138198
"875","Hulu_Langat",2015,9,"SELANGOR","Bandar_Tun_Hussein_Onn",135,32,73.9571428571429,5.68571428571429,1.12857142857143,0,1138198
"876","Hulu_Langat",2014,46,"SELANGOR","Jalan_Bunga_Kemboja_1,11_Taman_Muda",84,82,83.3,21.1428571428571,0.971428571428571,0,1138198
"877","Hulu_Langat",2015,9,"SELANGOR","Jalan_3,18,28_Seksyen_3_Bandar_Baru_Bangi",179,39,73.9571428571429,5.68571428571429,1.12857142857143,0,1138198
"878","Hulu_Langat",2015,13,"SELANGOR","Taman_Bukit_Angsana",34,64,1,21.6285714285714,72.7142857142857,0,1138198
"879","Hulu_Langat",2015,9,"SELANGOR","Jalan_Pandan_5_Pandan_Jaya",1,61,73.9571428571429,5.68571428571429,1.12857142857143,0,1138198
"880","Hulu_Langat",2014,48,"SELANGOR","Damai_Impian_Seksyen_3_Bandar_Baru_Bangi",157,45,70.4285714285714,27.4,0.871428571428571,0,1138198
"881","Hulu_Langat",2015,4,"SELANGOR","Jalan_Jasmin_16,22_Taman_Jasmin",23,50,70.6714285714286,4.51428571428571,0.985714285714286,0,1138198
"882","Hulu_Langat",2015,7,"SELANGOR","Jalan_4,12_Seksyen_4_Bandar_Baru_Bangi",110,47,67.3714285714286,5.94285714285714,1.27142857142857,0,1138198
"883","Hulu_Langat",2015,9,"SELANGOR","Appt_Vista_Bandar_Sri_Putra",84,59,73.9571428571429,5.68571428571429,1.12857142857143,0,1138198
"884","Hulu_Langat",2015,12,"SELANGOR","Taman_Bukit_Angsana_",23,57,1.27142857142857,1.05714285714286,72.0714285714286,0,1138198
"885","Hulu_Langat",2014,44,"SELANGOR","Jalan_Nirwana_24,35,46_Taman_Nirwana",168,32,82.4857142857143,15.8,1.02857142857143,0,1138198
"886","Hulu_Langat",2014,51,"SELANGOR","Appt__Sri_Tanjung_Seksyen_7_Bandar_Baru_Bangi",84,47,82.3285714285714,22.0285714285714,0.714285714285714,0,1138198
"887","Hulu_Langat",2015,8,"SELANGOR","Kuis_",126,96,35.6428571428571,4.14285714285714,1,0,1138198
"888","Hulu_Langat",2015,14,"SELANGOR","Jalan_2,3_Seksyen_2_Bandar_Sri_Putra",179,40,1.04285714285714,24.6285714285714,79.8857142857143,0,1138198
"889","Hulu_Langat",2015,1,"SELANGOR","Seksyen_3_Bandar_Teknologi",34,62,77.925,14.7,0.85,0,1138198
"890","Hulu_Langat",2015,5,"SELANGOR","Jalan_Suasana_2_Bandar_Tun_Hussein_Onn",168,33,72.0142857142857,8.51428571428571,1.11428571428571,0,1138198
"891","Hulu_Langat",2015,11,"SELANGOR","Appt_Vista_Bandar_Sri_Putra",96,73,12.8428571428571,14.3428571428571,58.1571428571429,0,1138198
"892","Hulu_Langat",2015,11,"SELANGOR","Jalan_Suakasih_3_Bandar_Tun_Hussin_Onn",120,72,12.8428571428571,14.3428571428571,58.1571428571429,0,1138198
"893","Hulu_Langat",2015,9,"SELANGOR","Jalan_8,1,15_Seksyen_8_Bandar_Baru_Bangi",51,55,73.9571428571429,5.68571428571429,1.12857142857143,0,1138198
"894","Hulu_Langat",2014,53,"SELANGOR","Appt_Intana_Ria_Seksyen_7_Bandar_Baru_Bangi",84,73,81.3333333333333,7.46666666666667,0.933333333333333,0,1138198
"895","Hulu_Langat",2015,16,"SELANGOR","Jalan_2_Taman_Cheras_Jaya",64,43,1.32857142857143,7.6,71.7285714285714,0,1138198
"896","Hulu_Langat",2014,48,"SELANGOR","Jalan_3,71,76_Seksyen_3_Bandar_Baru_Bangi",23,38,70.4285714285714,27.4,0.871428571428571,0,1138198
"897","Hulu_Langat",2014,48,"SELANGOR","Appt_Intana_Ria_Seksyen_7_Bandar_Baru_Bangi",179,38,70.4285714285714,27.4,0.871428571428571,0,1138198
"898","Hulu_Langat",2015,11,"SELANGOR","Jalan_2,4_Seksyen_2_Bandar_Sri_Putra",146,38,12.8428571428571,14.3428571428571,58.1571428571429,0,1138198
"899","Hulu_Langat",2014,53,"SELANGOR","Jalan_Suadamai_5,1,1,1A,7,1,_7,3_,_9,1_Bandar_Tun_Hussein_Onn",88,68,81.3333333333333,7.46666666666667,0.933333333333333,0,1138198
"900","Hulu_Langat",2014,41,"SELANGOR","Jalan_Suadamai_4_Bandar_Tun_Hussein_Onn",146,31,68.5285714285714,17.0571428571429,1.15714285714286,0,1138198
"901","Hulu_Langat",2014,37,"SELANGOR","Jalan_Nirwana_1,17_Taman_Nirwana",146,35,72.4571428571429,14.6857142857143,1.02857142857143,0,1138198
"902","Hulu_Langat",2015,12,"SELANGOR","Jalan_Mewah_2_Pandan_Mewah_",12,47,1.27142857142857,1.05714285714286,72.0714285714286,0,1138198
"903","Hulu_Langat",2014,49,"SELANGOR","Appt_Taman_Kota_Cheras",23,38,76.4428571428571,1.8,0.928571428571429,0,1138198
"904","Hulu_Langat",2015,5,"SELANGOR","Appt_Taman_Tenaga",1,37,72.0142857142857,8.51428571428571,1.11428571428571,0,1138198
"905","Hulu_Langat",2014,48,"SELANGOR","Taman_Megah_Cheras",146,36,70.4285714285714,27.4,0.871428571428571,0,1138198
"906","Hulu_Langat",2015,5,"SELANGOR","Jalan_Semenyih_Mewah_1,3_Taman_Semenyih_Mewah",60,37,72.0142857142857,8.51428571428571,1.11428571428571,0,1138198
"907","Hulu_Langat",2015,8,"SELANGOR","Jalan_Suakasih_3_Bandar_Tun_Hussin_Onn_",117,51,35.6428571428571,4.14285714285714,1,0,1138198
"908","Hulu_Langat",2014,40,"SELANGOR","Jalan_Nirwana_1,17_Taman_Nirwana",179,56,80.3142857142857,11.7142857142857,1.1,0,1138198
"909","Hulu_Langat",2015,8,"SELANGOR","Seksyen_5_Bandar_Rinching_",158,115,35.6428571428571,4.14285714285714,1,0,1138198
"910","Hulu_Langat",2015,5,"SELANGOR","Jalan_3,13,22_Seksyen_3_Bandar_Baru_Bangi",115,77,72.0142857142857,8.51428571428571,1.11428571428571,0,1138198
"911","Hulu_Langat",2015,5,"SELANGOR","Kondominium_Tiara_Duta_Taman_Putra_Sulaiman",12,76,72.0142857142857,8.51428571428571,1.11428571428571,0,1138198
"912","Hulu_Langat",2014,49,"SELANGOR","Appt_Sri_Tanjung_Seksyen_7_Bandar_Baru_Bangi",51,33,76.4428571428571,1.8,0.928571428571429,0,1138198
"913","Hulu_Langat",2015,5,"SELANGOR","Kuis",103,75,72.0142857142857,8.51428571428571,1.11428571428571,0,1138198
"914","Hulu_Langat",2015,12,"SELANGOR","Appt_Jalan_6C,9,6C,11_Seksyen_16_Bandar_Baru_Bangi_",157,44,1.27142857142857,1.05714285714286,72.0714285714286,0,1138198
"915","Hulu_Langat",2015,11,"SELANGOR","Appt_Kelompok_Rajawali_Seksyen_9_Bandar_Baru_Bangi",12,34,12.8428571428571,14.3428571428571,58.1571428571429,0,1138198
"916","Hulu_Langat",2015,12,"SELANGOR","Jalan_Bm_6_Bandar_Bukit_Mahkota_",157,44,1.27142857142857,1.05714285714286,72.0714285714286,0,1138198
"917","Hulu_Langat",2015,9,"SELANGOR","Jalan_2_Taman_Impian_Putra",23,50,73.9571428571429,5.68571428571429,1.12857142857143,0,1138198
"918","Hulu_Langat",2015,8,"SELANGOR","Jalan_8,1,15_Seksyen_8_Bandar_Baru_Bangi_",23,48,35.6428571428571,4.14285714285714,1,0,1138198
"919","Hulu_Langat",2015,11,"SELANGOR","Appt_Intana_Ria_Seksyen_7_Bandar_Baru_Bangi",124,34,12.8428571428571,14.3428571428571,58.1571428571429,0,1138198
"920","Hulu_Langat",2014,53,"SELANGOR","Jalan_3,6_Seksyen_3_Bandar_Baru_Bangi",107,55,81.3333333333333,7.46666666666667,0.933333333333333,0,1138198
"921","Hulu_Langat",2014,51,"SELANGOR","Jalan_15,1_Seksyen_15_Bandar_Baru_Bangi",179,40,82.3285714285714,22.0285714285714,0.714285714285714,0,1138198
"922","Hulu_Langat",2014,52,"SELANGOR","Jalan_4,9_Seksyen_4_Bandar_Baru_Bangi",179,48,89.5428571428571,19.6,0.728571428571429,0,1138198
"923","Hulu_Langat",2015,7,"SELANGOR","Seksyen_6_Bandar_Sri_Putra",34,70,67.3714285714286,5.94285714285714,1.27142857142857,0,1138198
"924","Hulu_Langat",2015,12,"SELANGOR","Seksyen_1_Bandar_Teknologi_",157,40,1.27142857142857,1.05714285714286,72.0714285714286,0,1138198
"925","Hulu_Langat",2014,45,"SELANGOR","Jalan_3,A,R_Seksyen_3_Bandar_Sri_Putra",60,59,67.9,17,1.14285714285714,0,1138198
"926","Hulu_Langat",2014,42,"SELANGOR","Kuis",43,55,67.8,26.4857142857143,1.2,0,1138198
"927","Hulu_Langat",2015,9,"SELANGOR","Jalan_Suakasih_3_Bandar_Tun_Hussin_Onn",118,58,73.9571428571429,5.68571428571429,1.12857142857143,0,1138198
"928","Hulu_Langat",2014,46,"SELANGOR","Jalan_Taming_Kiri_Taman_Taming_Jaya",168,40,83.3,21.1428571428571,0.971428571428571,0,1138198
"929","Hulu_Langat",2015,4,"SELANGOR","Jalan_3,13,22_Seksyen_3_Bandar_Baru_Bangi",110,70,70.6714285714286,4.51428571428571,0.985714285714286,0,1138198
"930","Hulu_Langat",2015,5,"SELANGOR","Seksyen_5_Bandar_Rinching",149,94,72.0142857142857,8.51428571428571,1.11428571428571,0,1138198
"931","Hulu_Langat",2015,1,"SELANGOR","Bl_Pju_10_Apt_Permai",120,119,77.925,14.7,0.85,0,1138198
"932","Hulu_Langat",2015,8,"SELANGOR","Taman_Bangi_Indah_",64,40,35.6428571428571,4.14285714285714,1,0,1138198
"933","Hulu_Langat",2015,8,"SELANGOR","Jalan_3_Taman_Sri_Indah_",1,71,35.6428571428571,4.14285714285714,1,0,1138198
"934","Hulu_Langat",2014,45,"SELANGOR","Appt_Dahlia_Court_Pandan_Indah",43,51,67.9,17,1.14285714285714,0,1138198
"935","Hulu_Langat",2014,45,"SELANGOR","Seksyen_6_Bandar_Sri_Putra",43,50,67.9,17,1.14285714285714,0,1138198
"936","Hulu_Langat",2015,11,"SELANGOR","Hostel_Gmi_Bangi",123,69,12.8428571428571,14.3428571428571,58.1571428571429,0,1138198
"937","Hulu_Langat",2015,7,"SELANGOR","Jalan_3_Taman_Sri_Indah",179,39,67.3714285714286,5.94285714285714,1.27142857142857,0,1138198
"938","Hulu_Langat",2015,7,"SELANGOR","Taman_Bukit_Semenyih",1,39,67.3714285714286,5.94285714285714,1.27142857142857,0,1138198
"939","Hulu_Langat",2015,5,"SELANGOR","Jalan_Bm_6,C_Bandar_Bukit_Mahkota",168,33,72.0142857142857,8.51428571428571,1.11428571428571,0,1138198
"940","Hulu_Langat",2015,8,"SELANGOR","Appt_Kenari_Court_Pandan_Indah_",43,45,35.6428571428571,4.14285714285714,1,0,1138198
"941","Hulu_Langat",2014,50,"SELANGOR","Appt_Bayu_Suria_Taman_Impian_Ehsan",70,54,78.6857142857143,27.4857142857143,0.9,0,1138198
"942","Hulu_Langat",2015,5,"SELANGOR","Jalan_Jasmin_16,22_Taman_Jasmin",34,57,72.0142857142857,8.51428571428571,1.11428571428571,0,1138198
"943","Hulu_Langat",2015,5,"SELANGOR","Jalan_5A,C_Seksyen_5_Bandar_Baru_Bangi",157,32,72.0142857142857,8.51428571428571,1.11428571428571,0,1138198
